['463', '617', '937', '594', '890', '672', '452', '13', '225', '202']
['154', '486', '47', '642', '103', '536', '628', '881', '549', '54']
['323', '461', '55', '599', '615', '717', '313', '829', '423', '105']
['121', '155', '710', '365', '67', '381', '815', '749', '378', '782']
['3', '213', '907', '836', '447', '76', '679', '75', '177', '286']
['348', '113', '293', '359', '366', '716', '460', '25', '96', '392']
['799', '491', '252', '230', '403', '99', '440', '522', '319', '928']
['502', '337', '619', '413', '186', '501', '776', '229', '238', '30']
['351', '519', '61', '312', '1', '4', '634', '232', '646', '569']
['490', '49', '637', '7', '122', '257', '287', '772', '6', '593']
['609', '370', '886', '119', '784', '525', '618', '948', '652', '892']
['940', '150', '266', '224', '741', '543', '130', '681', '794', '498']
['787', '849', '883', '401', '860', '521', '809', '898', '494', '777']
['210', '10', '279', '835', '115', '305', '40', '596', '171', '371']
['562', '769', '65', '722', '590', '478', '5', '27', '19', '369']
['127', '219', '509', '20', '755', '316', '746', '823', '542', '455']
['402', '934', '523', '411', '245', '947', '309', '415', '428', '107']
['547', '793', '160', '375', '174', '181', '874', '276', '822', '885']
['840', '412', '861', '686', '715', '884', '664', '692', '26', '621']
['93', '86', '944', '42', '528', '12', '443', '514', '719', '235']
['110', '391', '465', '714', '372', '437', '344', '668', '410', '21']
['345', '936', '175', '234', '675', '811', '606', '112', '796', '899']
['380', '192', '485', '408', '556', '616', '167', '191', '97', '933']
['292', '564', '910', '444', '778', '568', '864', '256', '43', '46']
['555', '253', '66', '63', '573', '762', '558', '23', '578', '677']
['567', '442', '763', '145', '816', '828', '16', '169', '764', '106']
['604', '383', '592', '120', '582', '453', '260', '512', '74', '385']
['128', '931', '856', '820', '761', '262', '941', '72', '396', '676']
['422', '638', '84', '314', '222', '631', '45', '747', '399', '467']
['748', '602', '857', '728', '781', '581', '635', '297', '52', '161']
['179', '766', '261', '957', '504', '610', '759', '332', '476', '330']
['780', '721', '694', '833', '539', '82', '178', '949', '373', '470']
['818', '450', '557', '41', '911', '841', '199', '630', '669', '343']
['395', '908', '17', '29', '0', '872', '577', '241', '862', '156']
['18', '51', '214', '495', '802', '180', '317', '311', '90', '69']
['496', '57', '639', '605', '335', '349', '95', '709', '299', '795']
['221', '197', '730', '887', '760', '35', '904', '868', '798', '382']
['215', '788', '201', '653', '939', '449', '152', '687', '244', '826']
['146', '530', '901', '953', '333', '398', '551', '839', '431', '243']
['570', '723', '354', '927', '367', '108', '819', '801', '726', '684']
['104', '418', '338', '843', '842', '272', '945', '483', '520', '583']
['648', '925', '696', '321', '223', '870', '658', '342', '752', '185']
['147', '492', '267', '132', '517', '535', '738', '805', '111', '879']
['331', '689', '516', '251', '800', '847', '157', '477', '98', '697']
['875', '78', '632', '310', '804', '417', '404', '218', '561', '207']
['294', '703', '44', '629', '172', '745', '952', '59', '950', '704']
['865', '34', '624', '654', '789', '808', '544', '133', '695', '341']
['859', '702', '50', '897', '22', '303', '531', '545', '848', '31']
['851', '475', '691', '457', '932', '357', '701', '873', '430', '532']
['100', '914', '488', '497', '729', '645', '28', '85', '193', '236']
['258', '33', '923', '553', '89', '538', '441', '101', '534', '289']
['168', '200', '938', '579', '48', '921', '587', '315', '785', '708']
['427', '707', '771', '304', '124', '649', '137', '448', '434', '678']
['724', '572', '355', '56', '574', '903', '770', '584', '774', '451']
['436', '657', '109', '737', '164', '426', '296', '151', '511', '263']
['852', '844', '850', '471', '435', '698', '614', '283', '586', '736']
['203', '733', '394', '278', '720', '959', '458', '575', '350', '206']
['929', '513', '233', '361', '935', '588', '858', '667', '352', '580']
['633', '533', '918', '68', '24', '712', '143', '620', '336', '397']
['456', '540', '249', '662', '198', '673', '563', '510', '409', '515']
['445', '807', '608', '775', '209', '552', '625', '656', '690', '742']
['389', '803', '946', '265', '79', '58', '421', '205', '825', '400']
['735', '62', '353', '595', '877', '53', '791', '131', '15', '11']
