['541', '786', '778', '187', '181', '268', '984', '961', '640', '30']
['182', '237', '320', '326', '224', '269', '551', '904', '415', '975']
['375', '211', '310', '317', '265', '40', '954', '873', '822', '235']
['851', '840', '942', '252', '907', '828', '628', '663', '378', '298']
['329', '331', '393', '995', '579', '536', '827', '248', '433', '669']
['422', '50', '682', '761', '897', '870', '112', '493', '384', '297']
['502', '962', '843', '503', '552', '48', '271', '131', '106', '283']
['370', '179', '645', '22', '120', '354', '305', '398', '725', '152']
['250', '931', '270', '665', '896', '328', '953', '207', '798', '499']
['475', '134', '210', '818', '710', '980', '837', '695', '319', '879']
['956', '156', '63', '788', '99', '854', '860', '306', '812', '382']
['203', '64', '200', '219', '196', '595', '947', '396', '898', '206']
['148', '495', '734', '282', '339', '501', '525', '38', '546', '510']
['732', '694', '516', '60', '29', '509', '1', '993', '13', '107']
['799', '539', '249', '834', '717', '920', '673', '477', '98', '709']
['14', '721', '391', '967', '641', '480', '658', '534', '290', '708']
['44', '988', '267', '164', '921', '286', '303', '527', '575', '785']
['750', '773', '513', '408', '72', '871', '639', '882', '651', '950']
['3', '355', '497', '754', '649', '614', '949', '92', '226', '498']
['427', '188', '587', '701', '959', '178', '571', '162', '54', '400']
['865', '547', '9', '515', '377', '438', '548', '939', '19', '369']
['322', '360', '944', '312', '485', '849', '662', '66', '157', '706']
['70', '702', '857', '68', '611', '474', '759', '605', '173', '676']
['886', '683', '461', '533', '735', '582', '634', '746', '563', '455']
['633', '257', '542', '441', '791', '159', '985', '878', '876', '385']
['758', '183', '744', '16', '598', '858', '397', '347', '794', '508']
['793', '914', '803', '155', '957', '394', '24', '740', '809', '913']
['648', '261', '723', '109', '165', '679', '243', '231', '225', '123']
['784', '629', '716', '668', '411', '421', '177', '341', '73', '772']
['555', '184', '570', '632', '279', '372', '948', '650', '275', '240']
['380', '136', '381', '88', '933', '346', '884', '532', '586', '494']
['472', '353', '610', '447', '311', '247', '198', '656', '356', '254']
['524', '594', '549', '844', '974', '796', '955', '561', '439', '126']
['114', '266', '938', '280', '368', '81', '459', '101', '316', '105']
['917', '100', '36', '601', '504', '39', '589', '169', '667', '11']
['703', '910', '362', '686', '883', '817', '935', '387', '395', '736']
['160', '624', '49', '67', '672', '832', '440', '801', '424', '855']
['951', '180', '338', '197', '189', '201', '964', '342', '872', '476']
['946', '700', '737', '568', '122', '90', '581', '747', '404', '520']
['597', '689', '135', '918', '91', '256', '731', '711', '71', '862']
['376', '583', '604', '52', '222', '615', '216', '432', '238', '26']
['965', '365', '79', '783', '127', '45', '20', '458', '443', '301']
['78', '57', '937', '688', '291', '550', '728', '80', '636', '810']
['994', '138', '905', '321', '893', '635', '5', '895', '987', '777']
['787', '990', '87', '482', '916', '556', '924', '273', '25', '899']
['766', '940', '530', '62', '117', '720', '151', '452', '435', '521']
['969', '998', '214', '850', '437', '434', '300', '505', '481', '410']
['18', '146', '307', '789', '941', '599', '781', '199', '755', '704']
['119', '729', '491', '253', '517', '880', '336', '903', '776', '795']
['617', '833', '416', '756', '417', '816', '661', '600', '350', '968']
['304', '413', '626', '887', '35', '431', '236', '23', '992', '569']
['2', '666', '608', '213', '864', '770', '470', '349', '358', '487']
['325', '442', '488', '292', '657', '585', '53', '514', '511', '430']
['991', '31', '83', '230', '471', '403', '12', '930', '621', '343']
['767', '707', '345', '802', '923', '775', '805', '726', '680', '118']
['757', '446', '233', '866', '65', '167', '574', '670', '815', '630']
['128', '419', '444', '915', '835', '839', '596', '507', '881', '535']
['713', '323', '671', '557', '901', '603', '140', '544', '161', '978']
['84', '204', '390', '141', '469', '823', '891', '652', '692', '451']
['868', '234', '259', '979', '743', '522', '17', '89', '577', '21']
['93', '359', '86', '150', '77', '996', '590', '806', '906', '697']
['172', '693', '486', '877', '166', '847', '741', '826', '170', '289']
['104', '406', '426', '139', '631', '543', '352', '625', '263', '730']
['567', '691', '366', '842', '274', '367', '698', '943', '478', '861']
['929', '192', '302', '591', '208', '401', '449', '584', '195', '976']
['334', '465', '137', '528', '129', '911', '191', '912', '229', '374']
['445', '110', '751', '869', '811', '28', '414', '824', '313', '241']
['647', '894', '0', '174', '124', '133', '607', '764', '144', '867']
['154', '612', '780', '351', '925', '464', '760', '51', '428', '287']
['121', '540', '623', '82', '115', '239', '149', '232', '315', '928']
['526', '262', '618', '453', '420', '69', '409', '848', '966', '330']
['562', '463', '807', '364', '58', '863', '531', '255', '373', '752']
['490', '348', '379', '908', '383', '675', '560', '972', '276', '715']
['999', '519', '175', '820', '765', '874', '742', '32', '217', '392']
['790', '622', '797', '42', '327', '945', '642', '202', '6', '285']
['971', '412', '454', '926', '748', '537', '61', '467', '813', '309']
['859', '609', '450', '212', '719', '332', '963', '643', '142', '95']
['982', '853', '405', '696', '125', '228', '37', '176', '727', '580']
['627', '572', '386', '699', '357', '565', '958', '960', '774', '825']
['34', '769', '592', '554', '466', '768', '566', '578', '479', '116']
['753', '335', '55', '779', '927', '518', '558', '684', '782', '892']
['456', '890', '41', '245', '76', '500', '244', '997', '545', '677']
['264', '655', '33', '792', '85', '284', '108', '260', '705', '749']
['771', '989', '389', '318', '909', '220', '4', '473', '885', '158']
['293', '852', '7', '722', '714', '209', '660', '425', '97', '483']
['340', '919', '724', '804', '143', '193', '423', '529', '15', '102']
['168', '845', '94', '553', '103', '745', '296', '829', '576', '685']
['602', '875', '977', '242', '846', '251', '484', '952', '43', '889']
['221', '402', '733', '227', '8', '836', '27', '538', '281', '983']
['814', '973', '712', '934', '132', '659', '739', '46', '299', '593']
['638', '418', '194', '462', '314', '278', '272', '59', '664', '429']
['215', '808', '606', '986', '970', '613', '344', '646', '74', '111']
['407', '113', '258', '294', '654', '718', '681', '678', '830', '288']
['496', '564', '457', '295', '388', '363', '838', '888', '559', '981']
['337', '936', '163', '616', '902', '75', '841', '506', '448', '185']
['153', '492', '10', '186', '637', '831', '47', '819', '218', '690']
['619', '856', '932', '205', '324', '687', '588', '821', '460', '371']
['436', '147', '468', '922', '223', '523', '573', '800', '674', '96']
['56', '763', '900', '620', '653', '333', '762', '512', '130', '738']
['489', '246', '145', '399', '361', '171', '644', '277', '308', '190']
